id_produto,nome_produto,categoria_produto,preco_produto,fornecedor_produto,peso_kg_produto,estoque_produto,produto_ativo,data_cadastro_produto,faixa_preco_produto,status_estoque_produto,total_pedidos,quantidade_vendida,receita_total_produto,ticket_medio_produto,data_primeira_venda,data_ultima_venda,pedidos_aprovados,pedidos_recusados,pedidos_processando,pedidos_reembolsados,total_avaliacoes,nota_media_produto,nps_medio_produto,taxa_recomendacao_produto,data_ultima_avaliacao,total_tickets_produto,tempo_medio_resolucao_produto,total_eventos_produto,total_sessoes_produto,total_pageviews_produto,total_add_carrinho_produto,total_eventos_compra_produto,data_ultimo_evento_produto,status_comercial_produto,produto_com_alto_volume_suporte
PROD-0151,Porta Temperos,Casa,79.0,Utilidades do Lar Ltda,1.62,84,True,2020-05-27,Medio,Estoque Normal,624,1726.0,101717.20999999996,179.07959507042247,2023-01-01,2026-05-28,570,25,9,20,323,3.6656346749226008,7.117647058823529,0.75232,2026-06-30,60,130.93103448275863,514,512,328,93,4,2026-03-27 08:13:32,Produto Destaque,True
PROD-0249,Trave de Futebol Infantil,Esportes,302.0,Atlética Import Ltda,6.27,187,True,2024-12-09,Alto,Estoque Normal,121,299.0,69395.86,608.7356140350877,2023-01-10,2026-05-25,111,7,1,2,63,3.6825396825396823,7.0476190476190474,0.74603,2026-03-26,9,113.33333333333333,508,506,333,94,7,2026-03-22 11:33:01,Produto Destaque,False
PROD-0295,Delineador Líquido,Beleza,44.0,Cosméticos do Brasil Ltda,1.41,474,True,2019-06-29,Baixo,Estoque Normal,578,1628.0,53389.56000000002,102.47516314779274,2023-01-04,2026-05-29,515,34,7,22,270,3.637037037037037,7.192592592592592,0.75556,2026-07-04,54,120.28301886792453,553,552,352,103,9,2026-03-28 12:01:31,Produto Destaque,True
PROD-0314,Pneu Aro 16,Automotivo,551.0,AutoPeças Brasil Ltda,13.17,232,True,2020-05-01,Alto,Estoque Normal,125,364.0,172581.37000000002,1475.0544444444447,2023-01-15,2026-05-13,114,7,2,2,52,3.730769230769231,7.153846153846154,0.80769,2026-05-22,7,101.8,515,515,323,102,1,2026-03-15 05:31:36,Produto Destaque,False
PROD-0440,Mesa de Jantar 8 Cadeiras,Móveis,4168.0,MoveisPlus Distribuidora,15.05,380,True,2024-10-17,Alto,Estoque Normal,44,131.0,405449.74,9889.018048780488,2023-02-20,2026-05-06,40,2,1,1,26,3.6153846153846154,7.115384615384615,0.76923,2026-06-26,2,232.0,500,499,301,111,12,2026-03-27 20:09:20,Produto Destaque,False
PROD-0077,Jaqueta Jeans,Vestuário,114.0,Moda Brasil Atacado,1.7,187,False,2025-06-27,Medio,Estoque Normal,295,839.0,66930.08000000005,250.67445692883913,2023-01-08,2026-05-28,265,23,4,3,154,3.688311688311688,7.383116883116883,0.77273,2026-06-28,13,75.75,483,481,307,92,5,2026-03-28 06:00:40,Produto Destaque,False
PROD-0509,Creme Corporal Premium,Beleza,101.0,Perfumes & Cia,0.29,167,False,2022-03-11,Medio,Estoque Normal,300,841.0,66353.63,243.94716911764706,2023-01-04,2026-05-28,280,11,4,5,165,3.757575757575758,7.048484848484849,0.75152,2026-06-30,31,128.92857142857142,0,0,0,0,0,,Produto Destaque,True
PROD-0316,Bateria Automotiva 60Ah,Automotivo,516.0,Peças & Cia Distribuidora,18.18,411,True,2025-06-21,Alto,Estoque Normal,119,353.0,137980.52,1265.8763302752293,2023-01-04,2026-05-13,110,6,1,2,61,3.639344262295082,7.229508196721311,0.75410,2026-06-23,4,182.0,526,521,338,88,13,2026-03-27 20:23:20,Produto Destaque,False
PROD-0414,Microfone Infantil,Brinquedos,60.0,Brinquedos do Brasil Ltda,3.86,115,True,2023-12-24,Medio,Estoque Normal,562,1546.0,69073.87000000001,136.50962450592888,2023-01-01,2026-05-30,507,36,9,10,276,3.619565217391304,7.0144927536231885,0.72464,2026-06-28,49,112.47619047619048,506,506,324,92,6,2026-03-28 11:28:39,Produto Destaque,True
PROD-0231,Munhequeira Kit 2,Esportes,53.0,Atlética Import Ltda,5.25,107,True,2020-01-26,Medio,Estoque Normal,627,1698.0,67794.06,118.72865148861646,2023-01-04,2026-05-31,554,39,12,22,298,3.634228187919463,7.050335570469799,0.72819,2026-07-23,52,120.18367346938776,524,521,356,71,6,2026-03-28 19:27:54,Produto Destaque,True
PROD-0276,Desodorante Antitranspirante,Beleza,18.0,Perfumes & Cia,0.84,379,True,2024-12-21,Baixo,Estoque Normal,538,1499.0,20866.250000000004,43.653242677824274,2023-01-10,2026-05-26,483,28,9,18,255,3.7098039215686276,7.341176470588235,0.77647,2026-07-19,50,109.52083333333333,476,474,311,79,6,2026-03-26 17:55:21,Produto Destaque,True
PROD-0064,Camiseta Masculina Algodão,Vestuário,55.0,TextilBrasil Distribuidora,0.8,29,True,2018-06-30,Medio,Estoque Normal,639,1777.0,72112.22000000004,123.47982876712337,2023-01-01,2026-05-25,584,30,8,17,334,3.679640718562874,7.302395209580839,0.79641,2026-07-17,55,119.71153846153847,491,491,322,81,10,2026-03-28 16:44:25,Produto Destaque,True
PROD-0001,Smartphone 128GB,Outros,2504.0,Shenzhen Connect Brasil,2.99,429,True,2024-04-10,Alto,Estoque Normal,3092,8551.0,15382856.459999986,5447.18713172804,2023-01-01,2026-05-31,2792,134,34,132,1513,3.592200925313946,6.930601454064772,0.72968,2026-07-25,581,119.13259668508287,515,512,312,103,2,2026-03-28 22:05:39,Produto Destaque,True
PROD-0449,Cama Casal com Cabeceira,Móveis,1070.0,Decor Brasil Atacado,14.6,66,True,2021-03-18,Alto,Estoque Normal,99,295.0,233212.96000000002,2620.370337078652,2023-01-16,2026-05-10,95,2,0,2,52,3.5,6.846153846153846,0.69231,2026-06-03,8,148.75,552,552,324,123,8,2026-03-28 14:05:01,Produto Destaque,False
PROD-0466,Mesa Lateral,Móveis,274.0,MoveisPlus Distribuidora,11.15,340,False,2025-06-21,Alto,Estoque Normal,299,835.0,171648.09999999992,619.6682310469312,2023-01-12,2026-05-10,274,12,4,9,143,3.7832167832167833,7.4475524475524475,0.77622,2026-04-20,25,124.21739130434783,514,513,328,84,11,2026-03-24 19:01:06,Produto Destaque,True
PROD-0399,Fantasia Infantil,Brinquedos,122.0,Fun Kids Distribuidora,7.45,304,True,2022-06-09,Medio,Estoque Normal,309,822.0,75541.67000000003,266.9316961130743,2023-01-04,2026-05-24,275,15,6,13,129,3.627906976744186,7.24031007751938,0.75969,2026-06-25,26,136.84,516,516,336,79,9,2026-03-28 16:10:52,Produto Destaque,True
PROD-0412,Violao Infantil,Brinquedos,107.0,Toy Import Atacado,7.48,351,False,2024-07-14,Medio,Estoque Normal,282,816.0,64522.11999999998,255.02814229249003,2023-01-03,2026-05-26,257,17,2,6,143,3.6153846153846154,7.13986013986014,0.71329,2026-05-20,25,121.63636363636364,516,514,333,86,7,2026-03-24 22:45:41,Produto Destaque,True
PROD-0117,Camiseta Ciclismo,Vestuário,187.0,Confecções do Sul,0.19,111,True,2020-04-23,Medio,Estoque Normal,284,799.0,106903.62000000001,415.96739299610897,2023-01-06,2026-05-28,253,18,4,9,153,3.7908496732026142,7.333333333333333,0.79739,2026-07-19,18,127.5625,540,539,345,91,6,2026-03-24 09:21:56,Produto Destaque,False
PROD-0051,Smartband Fitness,Eletrônicos,504.0,Global Electronics Ltda,1.49,394,False,2023-04-23,Alto,Estoque Normal,1916,5376.0,1978517.9899999988,1157.7050848449378,2023-01-01,2026-05-30,1732,93,27,64,960,3.573958333333333,7.028125,0.73333,2026-07-22,226,129.03317535545023,545,543,370,97,9,2026-03-28 21:02:35,Produto Destaque,True
PROD-0315,Pneu Aro 17,Automotivo,556.0,AutoPeças Brasil Ltda,22.27,169,False,2022-11-12,Alto,Estoque Normal,153,430.0,177549.39000000004,1324.9954477611943,2023-01-10,2026-05-28,132,11,4,6,83,3.4578313253012047,6.855421686746988,0.67470,2026-04-30,11,113.2,486,484,316,96,7,2026-03-27 18:53:42,Produto Destaque,False
PROD-0120,Camisola Feminina,Vestuário,115.0,Confecções do Sul,1.31,476,False,2018-08-21,Medio,Estoque Normal,292,797.0,65462.63999999998,247.96454545454537,2023-01-16,2026-05-24,263,18,3,8,159,3.7358490566037736,7.220125786163522,0.77358,2026-06-06,22,126.7,545,541,354,91,9,2026-03-26 04:46:55,Produto Destaque,True
PROD-0221,Anilha 10kg Par,Esportes,193.0,Atlética Import Ltda,13.99,293,True,2024-11-02,Medio,Estoque Normal,306,942.0,135959.6999999999,482.12659574468046,2023-01-24,2026-04-22,280,13,3,10,150,3.7066666666666666,7.34,0.76667,2026-06-08,24,113.375,519,516,325,107,9,2026-03-25 21:28:52,Produto Destaque,True
PROD-0491,Banco de Madeira,Móveis,303.0,Interiores Import Ltda,70.92,221,True,2024-07-16,Alto,Estoque Normal,124,367.0,80912.53000000003,722.4333035714288,2023-01-05,2026-04-30,112,8,0,4,53,3.5849056603773586,7.09433962264151,0.73585,2026-06-09,9,85.55555555555556,520,517,338,80,9,2026-03-27 09:55:08,Produto Destaque,False
PROD-0091,Mochila Escolar,Vestuário,323.0,Confecções do Sul,1.72,457,True,2025-03-26,Alto,Estoque Normal,130,370.0,90669.43999999997,743.1921311475407,2023-01-25,2026-05-08,122,4,3,1,59,3.6440677966101696,7.101694915254237,0.72881,2026-05-14,10,101.0,535,534,322,103,7,2026-03-27 18:19:29,Produto Destaque,False
PROD-0431,Mordedor Infantil Kit,Brinquedos,25.0,Brinquedos do Brasil Ltda,0.47,334,True,2025-04-26,Baixo,Estoque Normal,616,1711.0,32661.400000000016,56.80243478260872,2023-01-06,2026-05-29,552,34,13,17,326,3.7024539877300615,7.131901840490798,0.77301,2026-07-24,54,114.33962264150944,501,500,342,80,3,2026-03-17 06:05:11,Produto Destaque,True
PROD-0290,Bálsamo Labial,Beleza,17.0,Perfumes & Cia,1.13,386,False,2020-08-03,Baixo,Estoque Normal,534,1505.0,20033.610000000015,40.553866396761165,2023-01-16,2026-05-25,495,26,3,10,274,3.6496350364963503,7.255474452554744,0.76642,2026-06-19,31,124.3103448275862,527,525,316,103,8,2026-03-26 19:25:18,Produto Destaque,True
PROD-0446,Guarda-roupa 6 Portas,Móveis,3175.0,Decor Brasil Atacado,52.48,57,True,2019-07-05,Alto,Estoque Normal,51,143.0,312759.80999999994,7108.177499999999,2023-01-01,2026-05-01,45,3,0,3,27,3.7777777777777777,7.7407407407407405,0.77778,2026-06-09,3,38.333333333333336,489,489,312,92,7,2026-03-28 15:19:28,Produto Destaque,False
PROD-0070,Calça Social Masculina,Vestuário,164.0,Moda Brasil Atacado,1.66,78,True,2020-10-22,Medio,Estoque Normal,274,767.0,88873.02999999994,354.0758167330675,2023-01-03,2026-05-31,245,13,8,8,137,3.7226277372262775,7.5036496350364965,0.76642,2026-05-11,15,138.2,541,540,343,86,9,2026-03-16 22:58:58,Produto Destaque,False
PROD-0192,Halteres Par 5kg,Esportes,51.0,Atlética Import Ltda,12.46,268,True,2021-08-11,Medio,Estoque Normal,580,1650.0,62748.01999999999,117.0672014925373,2023-01-01,2026-05-27,524,35,7,14,282,3.5709219858156027,6.868794326241135,0.72695,2026-07-04,34,116.90625,540,540,349,92,7,2026-03-26 10:23:17,Produto Destaque,True
PROD-0291,Spray Fixador de Maquiagem,Beleza,39.0,Beleza Total Atacado,1.13,356,True,2021-01-08,Baixo,Estoque Normal,568,1577.0,47118.06000000002,90.61165384615389,2023-01-04,2026-05-30,526,26,7,9,274,3.627737226277372,7.138686131386861,0.73358,2026-07-11,40,147.51351351351352,534,529,327,89,9,2026-03-24 17:55:23,Produto Destaque,True
PROD-0472,Prateleira Flutuante Kit 3,Móveis,460.0,MoveisPlus Distribuidora,8.68,103,True,2019-12-21,Alto,Estoque Normal,135,351.0,122863.89000000003,1007.0810655737707,2023-01-06,2026-05-28,127,4,3,1,67,3.611940298507463,7.358208955223881,0.77612,2026-07-11,11,134.1,526,524,334,96,6,2026-03-27 00:09:46,Produto Destaque,False
PROD-0437,Poltrona Reclinavel,Móveis,1520.0,MoveisPlus Distribuidora,9.12,133,True,2022-10-14,Alto,Estoque Normal,78,207.0,243483.02,3429.338309859155,2023-02-25,2026-05-13,71,3,2,2,43,3.86046511627907,7.813953488372093,0.88372,2026-05-21,3,138.66666666666666,511,510,335,78,7,2026-03-28 16:07:59,Produto Destaque,False
PROD-0264,Creme Hidratante Facial,Beleza,62.0,Beauty Import Brasil,0.61,344,False,2022-03-22,Medio,Estoque Normal,602,1697.0,79267.30999999994,148.4406554307115,2023-01-02,2026-05-31,545,37,7,13,293,3.6723549488054608,7.320819112627986,0.76109,2026-06-22,59,120.0,495,492,326,82,5,2026-03-24 22:37:26,Produto Destaque,True
PROD-0452,Cama Box Solteiro,Móveis,703.0,Interiores Import Ltda,59.6,0,True,2023-01-02,Alto,Sem Estoque,134,380.0,190193.49000000002,1653.8564347826089,2023-01-10,2026-05-20,122,7,2,3,67,3.671641791044776,6.865671641791045,0.76119,2026-06-29,10,111.5,529,529,352,80,10,2026-03-28 19:45:48,Produto Destaque,False
PROD-0396,Jogo de Memoria,Brinquedos,80.0,Toy Import Atacado,2.82,336,False,2025-02-14,Medio,Estoque Normal,580,1669.0,96717.0,183.87262357414448,2023-01-01,2026-05-27,521,32,13,14,300,3.6,7.1433333333333335,0.75667,2026-07-01,45,110.20454545454545,571,568,361,110,5,2026-03-28 15:38:34,Produto Destaque,True
PROD-0281,Removedor de Maquiagem,Beleza,46.0,Perfumes & Cia,0.83,466,False,2020-02-03,Baixo,Estoque Normal,616,1765.0,59608.25000000001,109.57398897058825,2023-01-01,2026-05-17,571,22,5,18,323,3.6315789473684212,7.099071207430341,0.73994,2026-07-01,52,131.1,480,478,307,75,11,2026-03-28 19:43:15,Produto Destaque,True
PROD-0187,Espelho de Banheiro,Casa,95.0,Decor Import,8.21,17,False,2026-03-18,Medio,Estoque Normal,551,1545.0,110075.0,216.2573673870334,2023-01-09,2026-05-30,510,20,6,15,272,3.577205882352941,7.158088235294118,0.75000,2026-07-18,41,118.13157894736842,510,509,344,72,9,2026-03-27 15:30:39,Produto Destaque,True
PROD-0342,Cabo de Ligacao Veicular,Automotivo,,AutoPeças Brasil Ltda,24.08,340,False,2019-08-03,Nao Informado,Estoque Normal,629,1763.0,137118.83000000005,242.25941696113082,2023-01-02,2026-05-26,583,26,9,11,343,3.746355685131195,7.338192419825073,0.79009,2026-06-30,49,124.13333333333334,538,537,336,95,12,2026-03-28 13:13:35,Produto Destaque,True
PROD-0389,Robo Interativo,Brinquedos,,Fun Kids Distribuidora,1.03,3,False,2025-09-22,Nao Informado,Estoque Baixo,631,1719.0,127014.7600000002,221.2800696864115,2023-01-03,2026-05-25,576,37,5,13,309,3.6666666666666665,7.171521035598706,0.76052,2026-07-21,50,133.08163265306123,485,485,298,88,8,2026-03-27 06:03:48,Produto Destaque,True
PROD-0198,Raquete de Tênis,Esportes,258.0,Fitness Distribuidora,13.65,225,True,2025-05-06,Alto,Estoque Normal,285,810.0,153142.25,589.0086538461538,2023-01-13,2026-05-30,263,13,5,4,152,3.664473684210526,7.144736842105263,0.75000,2026-06-28,21,141.15,520,520,358,76,12,2026-03-23 23:07:15,Produto Destaque,True
PROD-0165,Purificador de Ar,Casa,485.0,Casa & Cia Distribuidora,9.38,329,True,2020-08-19,Alto,Estoque Normal,138,358.0,132112.24999999997,1048.5099206349205,2023-01-11,2026-04-19,128,6,1,3,64,3.78125,7.375,0.79688,2026-04-04,11,89.77777777777777,487,485,329,66,14,2026-03-28 16:21:50,Produto Destaque,False
PROD-0257,Modelador de Cachos,Beleza,120.0,Beauty Import Brasil,0.21,127,True,2024-07-26,Medio,Estoque Normal,321,902.0,81949.28000000001,280.64821917808223,2023-01-04,2026-05-29,299,13,5,4,154,3.538961038961039,6.740259740259741,0.68831,2026-06-04,29,117.24,510,506,328,92,10,2026-03-26 00:09:52,Produto Destaque,True
PROD-0157,Batedeira Planetária,Casa,569.0,Utilidades do Lar Ltda,13.03,32,False,2021-03-05,Alto,Estoque Normal,131,355.0,152643.36,1261.5153719008263,2023-01-07,2026-04-26,121,8,1,1,55,3.890909090909091,7.909090909090909,0.81818,2026-05-17,13,126.66666666666667,479,479,325,82,4,2026-03-28 17:47:37,Produto Destaque,False
PROD-0332,Pelicula Automotiva Solar,Automotivo,192.0,AutoPeças Brasil Ltda,1.22,146,False,2023-10-02,Medio,Estoque Normal,321,884.0,128355.91,458.4139642857143,2023-01-14,2026-05-29,287,15,6,13,153,3.633986928104575,7.183006535947713,0.77778,2026-05-29,34,121.78125,520,520,323,96,7,2026-03-27 23:57:28,Produto Destaque,True
PROD-0422,Boneco de Acao,Brinquedos,193.0,Toy Import Atacado,1.03,94,True,2025-03-19,Medio,Estoque Normal,297,775.0,103851.64000000003,399.4293846153847,2023-01-19,2026-05-31,274,13,4,6,156,3.7115384615384617,7.243589743589744,0.76282,2026-06-23,16,146.875,544,544,355,92,9,2026-03-22 03:52:47,Produto Destaque,False
PROD-0457,Rack para TV,Móveis,1047.0,Decor Brasil Atacado,53.9,54,True,2024-04-04,Alto,Estoque Normal,85,234.0,183237.15000000005,2349.1942307692316,2023-01-27,2026-05-07,80,3,0,2,48,3.4375,7.0,0.68750,2026-05-31,5,164.2,506,505,321,82,8,2026-03-27 20:41:18,Produto Destaque,False
PROD-0489,Cadeira Dobravek,Móveis,298.0,Decor Brasil Atacado,41.9,386,True,2023-04-11,Alto,Estoque Normal,307,929.0,212317.04,760.9929749103943,2023-01-10,2026-05-15,275,16,6,10,151,3.748344370860927,7.516556291390729,0.77483,2026-05-15,26,152.5,522,521,334,96,7,2026-03-26 16:37:14,Produto Destaque,True
PROD-0113,Meia-calça Feminina,Vestuário,27.0,Fashion Import Ltda,0.51,133,False,2022-03-18,Baixo,Estoque Normal,604,1705.0,33825.29000000001,61.388911070780416,2023-01-04,2026-05-30,557,28,10,9,315,3.6920634920634923,7.46984126984127,0.80317,2026-07-11,42,108.21428571428571,464,464,301,67,6,2026-03-20 22:17:01,Produto Destaque,True
PROD-0155,Fritadeira Air Fryer 4L,Casa,258.0,Casa & Cia Distribuidora,2.43,310,True,2025-02-07,Alto,Estoque Normal,290,833.0,157722.05999999997,599.703650190114,2023-01-07,2026-05-29,261,13,6,10,142,3.640845070422535,7.133802816901408,0.76056,2026-07-12,16,111.92857142857143,521,519,329,94,8,2026-03-25 09:45:52,Produto Destaque,False
PROD-0294,Iluminador Facial,Beleza,,Beauty Import Brasil,0.27,22,False,2018-05-16,Nao Informado,Estoque Normal,609,1668.0,126618.56,228.14154954954955,2023-01-02,2026-05-29,556,27,7,19,306,3.679738562091503,7.271241830065359,0.75490,2026-07-03,44,122.53488372093024,551,550,364,100,8,2026-03-27 20:34:24,Produto Destaque,True
PROD-0474,Cabideiro de Parede,Móveis,113.0,Decor Brasil Atacado,11.97,391,True,2021-04-26,Medio,Estoque Normal,266,725.0,61229.63999999998,256.19096234309615,2023-01-10,2026-05-09,242,12,3,9,125,3.664,7.096,0.75200,2026-06-18,22,122.04545454545455,513,513,313,94,8,2026-03-27 14:41:15,Produto Destaque,True
PROD-0245,Prancha de Surf,Esportes,805.0,SportsBrasil Atacado,11.94,80,True,2019-05-19,Alto,Estoque Normal,81,207.0,130334.04999999999,1692.6499999999999,2023-02-03,2026-05-28,78,3,0,0,39,3.6923076923076925,7.794871794871795,0.89744,2026-05-31,9,103.66666666666667,513,511,305,112,7,2026-03-25 09:29:31,Produto Destaque,False
PROD-0150,Espelho de Parede,Casa,168.0,Casa & Cia Distribuidora,3.15,91,False,2022-09-03,Medio,Estoque Normal,293,830.0,106539.33000000002,402.0352075471699,2023-01-13,2026-05-30,259,20,3,11,138,3.681159420289855,7.297101449275362,0.79710,2026-07-15,26,127.47826086956522,521,519,322,95,9,2026-03-28 09:02:27,Produto Destaque,True
PROD-0381,Quebra-cabeca 3D,Brinquedos,154.0,Fun Kids Distribuidora,0.68,117,False,2023-09-27,Medio,Estoque Normal,301,835.0,95179.98999999999,343.610072202166,2023-01-01,2026-05-16,268,17,7,9,135,3.5481481481481483,7.022222222222222,0.74074,2026-06-18,23,109.56521739130434,548,547,361,92,9,2026-03-28 14:03:34,Produto Destaque,True
PROD-0485,Armario de Ferramentas,Móveis,828.0,Decor Brasil Atacado,40.7,368,True,2025-02-06,Alto,Estoque Normal,93,243.0,149106.86000000007,1796.4681927710851,2023-01-04,2026-05-13,85,5,1,2,44,3.772727272727273,7.2727272727272725,0.77273,2026-03-14,14,92.53846153846153,524,523,346,94,6,2026-03-27 04:18:40,Produto Destaque,False
PROD-0405,Gangorra Infantil,Brinquedos,178.0,Brinquedos do Brasil Ltda,5.06,365,True,2019-04-12,Medio,Estoque Normal,297,830.0,108170.05999999998,409.7350757575757,2023-01-05,2026-05-09,266,19,5,7,145,3.7103448275862068,7.213793103448276,0.75862,2026-07-02,22,126.65,486,482,327,80,3,2026-03-26 10:54:16,Produto Destaque,True
PROD-0279,Kit Manicure 10 Peças,Beleza,43.0,Cosméticos do Brasil Ltda,0.36,247,False,2025-03-07,Baixo,Estoque Normal,594,1733.0,56356.80000000003,105.33981308411221,2023-01-04,2026-05-29,547,30,4,13,299,3.6755852842809364,7.277591973244147,0.75251,2026-07-08,62,116.29310344827586,475,473,280,88,14,2026-03-28 22:27:49,Produto Destaque,True
PROD-0309,Cera Depilatória,Beleza,45.0,Beauty Import Brasil,0.84,332,True,2018-07-23,Baixo,Estoque Normal,568,1575.0,53176.83000000006,104.26829411764717,2023-01-03,2026-05-18,510,36,9,13,298,3.7013422818791946,7.369127516778524,0.74497,2026-05-17,31,134.09677419354838,510,507,329,79,10,2026-03-25 20:55:58,Produto Destaque,True
PROD-0146,Cabide de Parede,Casa,64.0,Decor Import,8.68,48,False,2025-05-03,Medio,Estoque Normal,585,1670.0,81720.83000000006,151.05513863216277,2023-01-15,2026-05-27,528,29,11,17,293,3.675767918088737,7.177474402730375,0.74744,2026-06-15,52,123.57142857142857,539,533,341,93,6,2026-03-26 23:11:29,Produto Destaque,True
PROD-0423,Kit Magica Infantil,Brinquedos,95.0,Brinquedos do Brasil Ltda,6.22,218,True,2021-08-07,Medio,Estoque Normal,590,1656.0,113834.64999999986,215.59592803030276,2023-01-08,2026-05-26,545,23,8,14,300,3.66,7.25,0.78667,2026-06-21,48,127.31914893617021,557,555,347,102,9,2026-03-28 14:18:49,Produto Destaque,True
PROD-0056,Nobreak 1000VA,Eletrônicos,518.0,Shenzhen Connect Brasil,0.47,275,False,2025-07-02,Alto,Estoque Normal,1697,4783.0,1845581.0700000012,1200.7684255042298,2023-01-01,2026-05-30,1472,82,22,121,810,3.5555555555555554,6.98395061728395,0.72716,2026-07-18,367,121.81502890173411,551,550,360,100,8,2026-03-28 12:21:49,Produto Destaque,True
PROD-0222,Colchonete Ginástica,Esportes,,SportsBrasil Atacado,12.16,105,False,2018-02-02,Nao Informado,Estoque Normal,585,1656.0,121616.87999999984,230.3349999999997,2023-01-04,2026-05-22,535,24,9,17,286,3.7867132867132867,7.381118881118881,0.78671,2026-07-02,55,127.38181818181818,541,541,372,81,9,2026-03-26 09:51:18,Produto Destaque,True
PROD-0118,Kit Pijama Casal,Vestuário,302.0,Confecções do Sul,,111,False,2026-03-13,Alto,Estoque Normal,114,299.0,67357.18000000002,666.902772277228,2023-01-16,2026-05-12,110,1,1,2,54,3.7777777777777777,7.5,0.83333,2026-05-04,10,169.8,507,504,316,92,7,2026-03-24 21:44:04,Produto Destaque,False
PROD-0085,Shorts Academia,Vestuário,42.0,Moda Brasil Atacado,1.14,189,True,2023-09-01,Baixo,Estoque Normal,581,1621.0,48583.770000000004,94.520953307393,2023-01-02,2026-05-25,530,33,6,12,269,3.7286245353159853,7.345724907063197,0.76580,2026-07-11,55,119.9622641509434,512,512,328,87,6,2026-03-28 01:22:19,Produto Destaque,True
PROD-0480,Mesa de Cabeceira,Móveis,,MoveisPlus Distribuidora,49.77,285,False,2022-12-28,Nao Informado,Estoque Normal,657,1854.0,134396.7299999999,228.17780984719846,2023-01-01,2026-05-29,594,36,8,19,324,3.6481481481481484,7.311728395061729,0.78086,2026-06-13,71,111.25373134328358,513,511,329,100,6,2026-03-28 16:59:31,Produto Destaque,True
PROD-0425,Pipa Infantil,Brinquedos,,Brinquedos do Brasil Ltda,2.06,134,False,2024-09-03,Nao Informado,Estoque Normal,563,1550.0,114041.87999999993,223.17393346379635,2023-01-05,2026-05-28,520,23,8,12,261,3.743295019157088,7.409961685823755,0.79310,2026-07-03,41,112.36842105263158,499,495,343,82,2,2026-03-24 17:47:36,Produto Destaque,True
PROD-0428,Cavalinho de Balanco,Brinquedos,196.0,Brinquedos do Brasil Ltda,3.6,353,True,2021-08-06,Medio,Estoque Normal,295,837.0,124187.42000000007,456.5713970588238,2023-01-02,2026-05-31,274,10,4,7,148,3.6283783783783785,7.148648648648648,0.74324,2026-07-05,23,115.17391304347827,529,526,345,96,12,2026-03-27 11:08:44,Produto Destaque,True
PROD-0213,Tapete de Yoga,Esportes,141.0,Esporte Total Ltda,4.64,187,True,2023-01-19,Medio,Estoque Normal,304,836.0,89190.83,315.1619434628975,2023-01-03,2026-05-22,283,10,1,10,158,3.7848101265822787,7.30379746835443,0.76582,2026-06-20,20,105.15,513,512,327,89,6,2026-03-26 02:49:59,Produto Destaque,True
PROD-0404,Piscina de Bolinhas,Brinquedos,154.0,Brinquedos do Brasil Ltda,3.31,0,True,2018-07-28,Medio,Sem Estoque,313,903.0,105458.70999999993,364.9090311418683,2023-01-06,2026-05-30,282,14,5,12,161,3.6024844720496896,6.950310559006211,0.70807,2026-07-29,25,124.47826086956522,477,476,303,90,3,2026-03-23 19:02:46,Produto Destaque,True
PROD-0341,Triangulo de Sinalizacao,Automotivo,67.0,Peças & Cia Distribuidora,7.91,89,True,2020-09-07,Medio,Estoque Normal,568,1636.0,87881.97000000009,168.35626436781627,2023-01-02,2026-05-24,521,21,11,15,283,3.628975265017668,7.296819787985866,0.75972,2026-07-22,39,122.34210526315789,517,513,334,85,8,2026-03-28 06:05:20,Produto Destaque,True
PROD-0199,Raquete de Beach Tennis,Esportes,391.0,Atlética Import Ltda,7.11,321,False,2021-06-10,Alto,Estoque Normal,125,371.0,110364.23999999999,943.2841025641025,2023-01-07,2026-04-06,114,3,1,7,65,4.092307692307692,7.769230769230769,0.89231,2026-05-13,6,162.4,533,530,344,83,8,2026-03-28 22:11:26,Produto Destaque,False
PROD-0130,Edredom Casal,Casa,374.0,Casa & Cia Distribuidora,13.89,75,True,2018-11-30,Alto,Estoque Normal,107,320.0,79779.30999999998,848.716063829787,2023-02-10,2026-05-22,97,5,2,3,57,3.824561403508772,7.4035087719298245,0.82456,2026-07-02,4,110.0,474,474,290,81,9,2026-03-27 09:11:18,Produto Destaque,False
PROD-0235,Camiseta Esportiva Masculina,Esportes,62.0,Esporte Total Ltda,7.99,492,True,2020-05-16,Medio,Estoque Normal,563,1568.0,73993.89000000003,141.20971374045806,2023-01-02,2026-05-28,510,25,11,17,283,3.7102473498233217,7.434628975265018,0.77032,2026-07-21,40,129.12820512820514,497,495,339,73,2,2026-03-25 18:17:32,Produto Destaque,True
PROD-0039,Roteador Wi-Fi,Eletrônicos,254.0,Shenzhen Connect Brasil,3.73,396,True,2020-09-07,Alto,Estoque Normal,1643,4560.0,858601.7299999995,577.0172916666663,2023-01-01,2026-05-29,1442,67,14,120,800,3.61,7.04,0.73000,2026-07-08,330,116.09032258064516,508,506,328,81,12,2026-03-27 17:57:23,Produto Destaque,True
